"","Energy","Fat","Saturated_fat","Carbohydrate","Sugars","Proteins","Salt","Sodium","Score"
"2319",2005,25,1.8,55,55,8.6,0,0,"D"
"2320",1584,13,1.1,58,56,5,0.02,0.008,"D"
"2321",2004,24,2,56,55,8,0,0,"D"
"2322",1464,4.4,3.6,77.9,60.5,2.3,0,0,"D"
"2323",1195,3.6,1.9,62.9,52.6,3.6,0.2,0.079,"D"
"2327",1127,0.2,0,66.4,62.1,0.2,0,0,"C"
"2328",1675,15,9,61,56,3,1.2,0.472,"E"
"2329",1675,15,9,61,56,3,1.2,0.472,"D"
"2330",2073,26.5,16.5,56,55,4,0.05,0.02,"E"
"2331",2073,26.5,16.5,56,55,4,0.05,0.02,"E"
"2332",2317,33.3,3.5,47,37,13.3,0,0,"D"
"2333",2282,38,2.9,35,31,14,0.001,0,"C"
"2334",2155,27.1,2.1,53.8,52.3,10.8,0.02,0.008,"D"
"2335",2024,22.91,3.27,59.87,24.91,8.03,0.04,0.016,"D"
"2336",2225,30,2.5,50,49,15,0.02,0.008,"D"
"2337",495,1.4,0.4,1.8,0.5,24,2.1,0.827,"C"
"2338",97,1.1,0.1,3,3,0.5,0.12,0.047,"B"
"2340",2455,44,21,39.8,13.8,6,1,0.394,"E"
"2341",1819,12,5,69,7,10,2.3,0.906,"D"
"2342",136,0,0,5,1,2,0.7,0.276,"A"
"2343",2025,21,10,66,18,6,1.6,0.63,"E"
"2344",2021,22,10,61,22,7,1,0.394,"D"
"2345",1359,4.7,0.4,60.4,48,5,0.19,0.075,"D"
"2346",2084,31.9,22.5,44.4,35.3,5.4,0.03,0.012,"E"
"2347",285,1.4,0.9,11,11,2.6,0.1,0.039,"B"
"2348",1385,35,22.6,3.3,3.3,2,0.13,0.051,"D"
"2349",1960,25,2.5,50,37,9,0,0,"D"
"2350",2044,19.4,1.9,70.3,59.3,6.3,0.01,0.004,"D"
"2351",2377,37,13.3,51.5,37.7,6.3,0.15,0.059,"E"
"2352",1576,10,1.1,66,53,4,0,0,"D"
"2353",1737,16,10,62,55,3,0.05,0.02,"D"
"2354",2058,31.8,5.5,43.3,40.5,6.3,0.01,0.004,"E"
"2355",1973,27,24,52,49,2,0.01,0.004,"E"
"2356",2015,28.3,20.3,50.7,50.4,2.6,0.1,0.039,"E"
"2357",2186,29,13,56,47,6.3,0.15,0.059,"E"
"2358",2240,33.8,2.6,41.1,27.7,13.7,0,0,"C"
"2359",1952,16,1.2,72,70,6.7,0.01,0.004,"D"
"2360",1774,8.5,1.3,82,80,3.4,0.02,0.008,"D"
"2361",1784,15,1.5,67,58,5.3,0,0,"D"
"2363",1972,16,5,72.8,24,7,0,0,"D"
"2364",1868,10.9,4.5,79.8,25.5,5.3,0,0,"D"
"2365",2097.78,29.71,26.52,53.94,46.96,3.04,0.03,0.012,"E"
"2367",1276,3.2,0.3,72,57,5,0.01,0.004,"C"
"2368",1359,6.9,0.62,51.1,49.82,6.8,0.04,0.016,"C"
"2370",18,0.3,0.1,0.1,0.1,0.3,0.9,0.354,"C"
"2371",2215,24.7,10.8,65.5,29.3,5.4,0.2,0.079,"E"
"2372",1854,13.5,1.2,73,73,6.5,0.03,0.012,"D"
"2373",1182,0.6,0.2,63.3,61.4,3.2,0.03,0.012,"C"
"2374",2129,32.4,17.6,47.6,40.3,7,0.07,0.028,"E"
"2375",1782,24,2,40,37,12.6,0,0,"D"
"2376",2180,25,5,60.8,55,10,0,0,"D"
"2377",2061,28,24,53,48,4,0.02,0.008,"E"
"2378",2317,37,17,42,40,9.8,0.254,0.1,"E"
"2379",2024,24,1.9,55.5,55,8,0.02,0.008,"D"
"2380",1550,1.5,0.3,74,3.5,12,0.08,0.031,"A"
"2381",326,1.6,0.2,0,0,16,0.11,0.043,"A"
"2383",2232,60,18,0.5,0.5,0.5,0.32,0.126,"D"
"2384",981,22,15,3.8,3.8,5.9,0.98,0.386,"D"
"2385",136,0.2,0.2,4.9,3.9,2.2,1.4,0.551,"A"
"2386",2042,28,18,51,25,4.4,0.77,0.303,"E"
"2388",516,2,0.5,0,0,26,1.5,0.591,"B"
"2389",181,0,0,8.4,6.2,1.6,0.8,0.315,"A"
"2391",1920,24,3.2,55,32,5,0.55,0.217,"D"
"2392",427,1.8,0.1,13.8,1.7,5.4,0.7,0.276,"A"
"2393",1811,12,6,69,5,10,1.27,0.5,"D"
"2394",2504,44,21,42,8,6,1.5,0.591,"E"
"2395",1527,6.2,0.8,61,2.5,12.4,0,0,"A"
"2396",183,0,0,9.9,9.3,0.4,0,0,"C"
"2397",3441,93,11,0,0,0,0,0,"D"
"2398",438.3,1.9,0.3,16.3,0.3,5.5,0.7,0.276,"B"
"2400",815.69,11.23,1.75,3.98,0.26,19.56,0.83,0.327,"A"
"2401",748,6.5,1,12.8,1.78,12.2,0.075,0.03,"A"
"2402",850.3,10.65,1.75,8.29,0.5,18.55,0.93,0.366,"B"
"2403",85,0,0,5,3.8,0,0.023,0.009,"D"
"2405",1507.82,0.24,0.081,79.51,0.54,6.99,1,0.394,"B"
"2407",2108,25,9,61.7,29.6,5.7,0.42,0.165,"D"
"2408",1627,6.5,0.8,55.7,7.4,21.33,0.05,0.02,"A"
"2409",2026,22,13.7,61.8,23.5,6.6,0.178,0.07,"D"
"2410",348,1.5,0.3,14,14,2.4,4.8,1.89,"D"
"2411",1604,37.5,4.3,9,4.6,3,1.001,0.394,"D"
"2413",1090,16.2,2.8,3.7,1.7,24.3,1.9,0.748,"D"
"2414",1522.6,15.8,1.539,48.46,28.65,5.2,0.675,0.266,"C"
"2415",1559,1.6,0.3,77.9,2.2,9.4,1.4,0.551,"C"
"2416",463,2.1,0.5,1.5,0.1,20.3,0.5,0.197,"A"
"2417",418,1.4,0.3,3.7,0.5,17.8,1.1,0.433,"B"
"2418",839,9.1,1.8,17.6,0.9,10.8,1.3,0.512,"B"
"2419",1223,7.1,1.1,43.3,2.1,10.5,3,1.181,"C"
"2420",907,9.1,1.6,22.9,1.7,9.5,1.3,0.512,"B"
"2421",791,9.4,1.2,19,4.8,4.1,1.3,0.512,"B"
"2422",749,6.9,1,24.9,2.3,4.1,1.1,0.433,"A"
"2423",1989,24.3,14.6,57.4,24.7,6.7,0.13,0.051,"D"
"2424",328,0,0,19.2,18.6,0.1,0.051,0.02,"C"
"2425",1528.84,4,1,84.26,38.14,4.87,0.017,0.007,"C"
"2426",1554,0.4,0.2,88,66,0.4,0.27,0.106,"D"
"2427",188,0.8,0.2,7.7,5,1.3,0.04,0.016,"B"
"2428",283,0.2,0,15.5,15,0.5,0,0,"A"
"2429",354,0.2,0.1,19.7,19.7,0.3,1.058,0.417,"C"
"2438",121,0.2,0.09,3.9,3.9,2.6,0.051,0.02,"A"
"2439",2338,35.9,23,47.6,27.1,11.8,0.025,0.01,"E"
"2446",2300,34.5,3.6,49.9,0.9,6.8,1.016,0.4,"C"
"2448",195,0.1,0,11,10.6,0.4,0,0,"C"
"2449",199,1.9,0.3,4.4,4,3.2,0.127,0.05,"A"
"2450",163,0.1,0,8.7,8.4,0.6,0,0,"C"
"2451",2208,28.4,16.7,61,51.7,6.5,0.19,0.075,"E"
"2452",2202,33.3,21,46.1,42.7,5.2,0.05,0.02,"E"
"2453",1211,24,17,0.1,0.1,19,1.5,0.591,"D"
"2454",1724,4.1,1.7,84,35,7.1,0.23,0.091,"D"
"2455",2239,31.3,4.3,60.3,0.4,2.5,2.4,0.945,"E"
"2456",71,0,0,4,4,0.2,0.03,0.012,"B"
"2457",231,0.1,0.1,12.2,12.1,0.4,1,0.394,"C"
"2458",830,7.8,5.4,28.3,25.7,3.1,0.26,0.102,"D"
"2459",577,7.21,2.65,2.71,1,15.6,0.39,0.154,"A"
"2460",1658,33.7,12.35,4.89,1.5,19.34,1.5,0.591,"E"
"2461",114,0.2,0.1,5,0,0.8,0.3,0.118,"B"
"2462",2308,36,18,48,47,8,0.3,0.118,"E"
"2463",90,0.2,0,3.8,2.1,0.5,0.69,0.272,"C"
"2464",1079,1.9,0.5,49,5.1,9.4,1.3,0.512,"B"
"2465",2167,42,18,26,0.6,13,0.03,0.012,"D"
"2466",197,1.3,0.2,7.6,6.9,0.8,0.14,0.055,"B"
"2467",222,1.3,0.3,43,2.5,7,1.25,0.492,"B"
"2468",101,0.1,0,4.9,4.2,0.5,0.01,0.004,"D"
"2469",2265,31.1,17.9,58.4,57.5,6.3,0.16,0.063,"E"
"2470",2261,34.7,4.5,49.4,0.6,5.9,1.6,0.63,"D"
"2471",2276,34.9,25,52.7,32.7,4.4,0.6,0.236,"E"
"2472",1072,23,7.7,2,2,11,2,0.787,"D"
"2474",1579,0.3,0.1,81.5,6,8.5,0.89,0.35,"A"
"2475",2052,24.2,14.6,58.4,24.8,6.4,0.22,0.087,"D"
"2476",187,0,0,10,10,0.5,0.01,0.004,"C"
"2479",2284,34.5,20.9,51.5,48.3,4.5,0.01,0.004,"E"
"2480",2275,34.4,20.9,51.4,48.2,4.5,0.01,0.004,"E"
"2481",2317,38.4,23.7,40.4,40.2,6.4,0.01,0.004,"E"
"2482",2307,37,19.3,44.1,39.9,7.1,0.01,0.004,"E"
"2483",2239,32,19.3,53.1,46.1,4.5,0.03,0.012,"E"
"2484",2229,31.2,18.8,54.6,48.1,4.4,0.06,0.024,"E"
"2485",2313,41.4,26.1,34.8,32.1,6.1,0.1,0.039,"D"
"2486",2276,34.4,20.9,51.3,48.1,4.5,0.4,0.157,"E"
"2491",2227,38.4,24.1,31.1,26.9,8.8,0.025,0.01,"D"
"2493",200,0.9,0.1,9.7,6.5,0.1,0.06,0.024,"B"
"2494",2118,42,3.7,1.6,1.5,18,0.08,0.031,"A"
"2495",254,3.5,2.3,4,4,3.3,0.13,0.051,"B"
"2496",760,12.4,2.4,1.6,0.1,15.3,2.3,0.906,"D"
"2498",410,2.8,2,14.8,14.6,3.2,0.1,0.039,"C"
"2500",1506,1.8,0.4,71,5,12,0.03,0.012,"B"
"2502",2162,26.3,15,62.5,48.3,6.7,0.45,0.177,"E"
"2506",2458,47.1,29,33.5,30.4,6,0.03,0.012,"E"
"2507",2188,27.7,13.4,63.6,30.1,3.9,0.03,0.012,"E"
"2508",1435,19,13,39,26,3.9,0.1,0.039,"D"
"2509",252,3.5,2.3,4,4,3.2,0.13,0.051,"B"
"2513",2030,24,2,56,52,10,0.03,0.012,"D"
"2514",2256,34.9,21.1,48.4,43.9,5,0.27,0.106,"E"
"2515",1941,35.7,22.3,45.8,0.5,5,0.17,0.067,"D"
"2516",674,15,10,5,3,2,0.1,0.039,"D"
"2517",2157,31,19,49,48,5.5,0.1,0.039,"E"
"2518",940,20,19,10,1,0.7,1.016,0.4,"D"
"2520",2553,47.8,8.5,24.7,5,19.9,2.54,1,"E"
"2521",250,0.1,0.1,13.1,12.8,0.6,0.73,0.287,"B"
"2522",2372,42.7,25.7,33.5,27.9,7.7,0.05,0.02,"E"
"2526",2412,39.1,23.5,49.3,42,7.5,0.01,0.004,"E"
"2527",521,11,2,3.7,0,1.4,3.5,1.378,"C"
"2528",2251,33.4,21.1,50,47.4,6.2,0.08,0.031,"E"
"2529",2500,50.1,30.7,20.4,13.8,11,0.26,0.102,"E"
"2530",365,2.1,0.3,10.3,0.6,4.3,1,0.394,"C"
"2531",335,2.1,0.2,8.8,0.7,4.9,0.8,0.315,"B"
"2533",1994,20.4,2.6,70.5,11.1,1.1,1.78,0.701,"D"
"2534",143,0.5,0.1,6.8,6.8,0.5,0.01,0.004,"B"
"2536",2303,28.9,2.1,66.4,3,8,2.11,0.831,"D"
"2537",3019,81,54,0.8,0.6,0.5,2,0.787,"E"
"2538",375,7,2,5.2,0,1.5,2,0.787,"C"
"2540",811,17,13,7.7,2.3,2,3.58,1.409,"E"
"2542",138,0,0,8.1,8.1,0,0,0,"E"
"2543",337,3,0.5,10.9,8.4,1.7,1.4,0.551,"C"
"2544",232,2.9,0.4,5.4,4.5,1.1,1.19,0.469,"C"
"2546",833,0,0,48,46.9,5,0.003,0.001,"C"
"2547",330.8,1.5,1.3,16.2,14.8,0.62,0.01,0.004,"A"
"2548",385,0.52,0.22,20.6,14.5,0.9,0.018,0.007,"A"
"2550",78.54,0.5,0,4.06,1.25,0.56,1.016,0.4,"B"
"2553",327,1.4,0.1,10.1,1.4,4.4,0.7,0.276,"A"
"2554",345,5.3,0.7,6.8,6.3,1.4,1.3,0.512,"C"
"2557",355,1.9,0.3,10.3,0.5,4.8,1.2,0.472,"C"
"2558",880,4.5,0.8,36,0.5,4.6,0.7,0.276,"B"
"2559",502,0,0,28.8,0,1.8,0,0,"A"
"2561",1423,0.4,0,72.1,21.2,1.6,6.8,2.677,"D"
"2562",1594,0.4,0.1,92.7,71.8,0.1,0,0,"D"
"2564",1520,0.2,0.1,88.5,0.4,0.2,0.08,0.031,"A"
"2566",132,0.2,0,6,3.8,0.7,1,0.394,"A"
"2570",1307,6.5,1.6,62.3,35,14.8,0,0,"A"
"2571",1499,2.1,0.7,75.5,0.6,7.3,0.04,0.016,"B"
"2572",1449,0.6,0.2,76.7,0.1,7.1,0,0,"A"
"2573",2203,35.8,22.6,34.1,28.9,11.1,0.1,0.039,"D"
"2574",1494,1.2,0.2,75,1.3,9,0.03,0.012,"A"
"2578",1517,1.8,0.4,77,0.7,7.5,0.051,0.02,"A"
"2579",1524,1.1,0,78.1,0,8.5,0.012,0.005,"A"
"2581",661,1.1,0.2,29.6,1.6,5.6,0.52,0.205,"B"
"2584",1375,2,0.37,65.42,5.54,11.5,0,0,"A"
"2586",1517,1.8,0.4,77,0.7,7.5,0.051,0.02,"A"
"2587",1492,0.3,0.1,79,0.9,7,0.028,0.011,"A"
"2588",66,0.5,0.5,2.5,1.3,0.8,0.48,0.189,"A"
"2589",1702,10.9,1.6,66,61.4,9.5,1.09,0.429,"E"
"2590",548,0,0,22,0,9,0.654,0.257,"A"
"2592",186,2.4,0.5,5.3,4.5,0.4,0.051,0.02,"A"
"2593",227,1,0.1,11,6,0.5,0.1,0.039,"B"
"2594",1337,0.25,0.1,82.1,71.3,0.3,0.012,0.005,"C"
"2595",218,1.9,0.3,6.4,1.5,1.6,0.64,0.252,"B"
"2596",188,0.1,0,10,10,0.6,0,0,"C"
"2597",198,0.1,0,11.2,11.1,0.1,0.002,0.001,"C"
"2598",622,2.7,0.4,27,1.1,3.2,0.6,0.236,"B"
"2600",277,21,13.4,12.8,1.8,20,0.02,0.008,"C"
"2602",508,1.9,0.4,21,0.5,3,0.6,0.236,"A"
"2603",490,2.2,0.4,20.1,0.5,2.6,0.8,0.315,"B"
"2604",865,4,0.7,38,0.6,5,0.5,0.197,"B"
"2605",767,3.6,0.4,33.9,0.3,2.9,1.524,0.6,"C"
"2606",599,2.3,0.4,27.4,0.1,2.6,0.86,0.339,"C"
"2607",823,1,0.1,42,0.4,4,0.6,0.236,"B"
"2608",738,2.9,0.4,33,0.5,3.6,0.762,0.3,"B"
"2609",618,1,0.1,29,0.2,4,0.5,0.197,"B"
"2610",712,3.1,0.4,30.8,0.4,3.4,1.2,0.472,"C"
"2611",773,3.9,0.4,32.8,0.4,3.4,1.524,0.6,"C"
"2612",773,4,0.7,31,0.5,5,0.5,0.197,"B"
"2613",783,3.7,0.7,33.4,0.1,4.3,1.524,0.6,"C"
"2614",647,2.2,0.4,30.6,1,2.4,1.249,0.492,"C"
"2615",647,2.2,0.4,30.6,1,2.4,1.18,0.465,"C"
"2616",644,2.7,0.2,29.9,0.1,2.7,0.508,0.2,"B"
"2617",2076,22.9,2.3,63.3,0,7.8,3,1.181,"D"
"2620",2074,24,3.2,30.6,0,37,3.556,1.4,"D"
"2621",149,0,0,8.3,8.2,0,0,0,"E"
"2622",143,0,0,7.9,7.7,0,0,0,"E"
"2623",171,0,0,9.5,9.2,0,0.03,0.012,"E"
"2624",163,0,0,9.1,8.9,0.1,0.03,0.012,"E"
"2625",2.3,0,0,0,0,0,0.1,0.039,"B"
"2626",125,0,0,6.9,6.7,0,0.03,0.012,"E"
"2627",151,0,0,8.5,8.4,0,0,0,"E"
"2630",1156,0.5,0,64.8,43.9,1,0.07,0.028,"D"
"2631",202,1.8,0.3,4.7,2.7,3.1,0.1,0.039,"A"
"2632",532.6,11,1.4,3.1,1.4,2.5,0.5,0.197,"C"
"2634",2402,44,27,33,29,7.4,0.01,0.004,"D"
"2635",110,0,0,6.6,6.2,0,0,0,"D"
"2636",109,0.1,0.1,6.4,5.1,0.5,0.025,0.01,"D"
"2637",298,0,0,16.8,16.3,0.7,0.05,0.02,"C"
"2638",221,0,0,13,13,0,0,0,"B"
"2647",2209,26,16,64,2.2,6.8,1.5,0.591,"D"
"2648",2033,22.8,2.8,62.4,1.7,5.1,0.8,0.315,"C"
"2649",2073,25.3,2.5,60,5.5,6.9,1.016,0.4,"C"
"2650",2084,23.3,13,62.6,1,7.5,0.762,0.3,"D"
"2651",1902,15.7,2.1,72.4,19,6,0.001,0,"D"
"2652",2140,26.2,3.9,61.9,17.1,7.1,0,0,"D"
"2653",1981,19.5,2.9,67.4,17.9,6.8,0.001,0,"C"
"2656",1857,11.7,1.9,75.6,2.9,7.2,2.4,0.945,"D"
"2657",1609,3,0.56,77,2.07,8.47,0.566,0.223,"A"
"2658",1596.3,3.56,0.6,75.7,0.76,9.67,0.66,0.26,"A"
"2659",1720,2.6,0.3,85.6,1,9,2.286,0.9,"D"
"2660",1878,10.8,3.4,74.3,2,9.6,1.5,0.591,"C"
"2661",1618,1,0.2,83.8,0,8.5,0.7,0.276,"B"
"2662",1626,1.6,0.2,84.2,0.1,7.2,1.9,0.748,"D"
"2663",1615,1.5,0.4,83.6,0,7.5,1.75,0.689,"C"
"2664",1722,2,0.3,87,1,9,0.762,0.3,"B"
"2665",1720,2.6,0.3,85.6,1,9,2.2,0.866,"D"
"2666",1720,2.6,0.3,85.6,1,9,2.2,0.866,"D"
"2667",2017,17,1.9,73,0.8,7.9,1,0.394,"C"
"2668",1576.8,1,0.24,78.9,1.21,8,0.71,0.28,"A"
"2669",1746,16,10,66,0.7,7.7,0.58,0.228,"D"
"2670",1746,16,10,66,0.7,7.7,0.58,0.228,"D"
"2671",1902,17,11,66,22,7,0.5,0.197,"D"
"2672",1902,17,11,66,22,7,0.5,0.197,"D"
"2673",1901,12.6,7,75,18,8,1.524,0.6,"D"
"2674",1860,22,13.6,61.6,1.9,6.6,0.178,0.07,"C"
"2675",1647,3.6,0.7,79.6,0.8,7.7,0.305,0.12,"A"
"2676",1611,1.5,0.3,83,0.5,8,1.25,0.492,"C"
"2677",1601,2,0.5,80.6,0,7.5,0.001,0,"A"
"2678",1586,3.2,0.8,77.5,0.8,8.6,1.27,0.5,"A"
"2679",1654,2,0.6,84,1,8,0.025,0.01,"A"
"2680",1375.1,2.2,0.2,68,39.2,5.04,0.051,0.02,"C"
"2681",1523,2.2,0.15,74.6,2.5,7.4,0.01,0.004,"A"
"2682",1583,2.6,0.34,77.2,3.15,8,0.48,0.189,"A"
"2683",1546.6,2.6,0.34,77.23,0.69,7.95,0.041,0.016,"A"
"2684",1558,3,0.6,75,1,9,1.27,0.5,"B"
"2685",1913,18,11,64,22,7,0.5,0.197,"D"
"2686",1913,18,11,64,22,7,0.5,0.197,"D"
"2687",1997,20,12,65,25,6.6,0.051,0.02,"D"
"2688",1997,20,12,65,25,6.6,0.051,0.02,"D"
"2689",1976,19,11,67,29,6,0.03,0.012,"D"
"2693",1241,0.3,0.1,45.7,0.6,21.9,6.35,2.5,"D"
"2694",80,0.1,0.1,4.4,4.4,0.1,0.076,0.03,"D"
"2701",109,0,0,3.6,2.6,1.7,0.78,0.307,"B"
"2702",306,5,0.9,6,2.5,0.6,0.61,0.24,"B"
"2703",448,8.3,1.2,6.5,4,1.1,0.8,0.315,"C"
"2704",325,3.7,1.9,9.6,6.4,1,1.05,0.413,"C"
"2705",996,7.7,1.2,34.1,5.9,4.6,5.334,2.1,"C"
"2706",2232,32,20,53,28,6.5,0.98,0.386,"E"
"2707",309,0.3,0.1,15.5,14.5,0.9,0.03,0.012,"A"
"2708",974,21.7,2.3,6.6,0.5,1.7,3.4,1.339,"D"
"2709",957,22.6,1.9,4.3,0.4,1.6,3.4,1.339,"D"
"2710",706,17.4,5.7,0.8,0,1.2,4,1.575,"D"
"2712",345,0.5,0,12,0.5,5.8,0.48,0.189,"B"
"2714",3,0,0,0.5,0.5,0,0,0,"C"
"2715",151,0.5,0,1.2,1.2,2.9,0.9,0.354,"A"
"2716",97,0.3,0.03,3.5,2.6,0.8,0.6,0.236,"A"
"2717",299.3,1.5,0.9,12.6,0.3,4.2,0.8,0.315,"B"
"2718",289,0.7,0.5,12.3,0.3,4.4,0.7,0.276,"B"
"2719",283.8,0.8,0.6,12.8,0.3,4.2,0.8,0.315,"B"
"2722",202,1.9,0.3,4.4,4,3.2,0.13,0.051,"A"
"2724",353,2.5,0.4,11,0.6,3.5,0.8,0.315,"B"
"2725",1487,1.2,0.2,82,67,0.5,0.03,0.012,"C"
"2726",1509,1.6,0,83.4,71.1,0,0,0,"C"
"2727",1490,0.5,0,84,72,0,0,0,"C"
"2728",1483,1,0.2,82.3,65,0.1,0,0,"C"
"2729",210,0,0,8.4,0.7,2.4,0.025,0.01,"A"
"2730",269,0.3,0.1,13,3.2,2.2,0.025,0.01,"A"
"2731",453,7.2,0.8,4.3,4,3.6,1.25,0.492,"A"
"2732",545,3.2,0.4,18.8,4.3,5,1.575,0.62,"B"
"2733",587,7.4,0.7,14.4,1.5,2.4,0.508,0.2,"A"
"2734",379,0.5,0.1,17,1.9,3.2,0.03,0.012,"B"
"2735",379,0.5,0,18,1.5,2.5,0.01,0.004,"B"
"2736",566,2.6,0.3,24.2,1.9,2.9,1.016,0.4,"C"
"2738",113,2,0.4,0,0.1,0.8,2.5,0.984,"C"
"2739",347,4.5,0.7,9.2,7.9,1.3,0.762,0.3,"C"
"2740",317,5.7,0.7,4.4,2.8,1.2,1.27,0.5,"C"
"2742",231,0.4,0.03,8.4,2.2,2.6,0.076,0.03,"A"
"2743",202,0.2,0.1,8.3,2.7,3.2,0.076,0.03,"A"
"2744",198,0.3,0.1,6.1,3.2,3.2,0.04,0.016,"A"
"2746",193,0.3,0.1,6,3.3,3.1,0,0,"A"
"2747",155,0.4,0.1,2.7,0.5,3.2,0.076,0.03,"A"
"2748",174,0.2,0,5.3,1.9,2.9,0.127,0.05,"A"
"2749",220.5,0.5,0,8.5,5,2,0.102,0.04,"A"
"2750",270.9,0.5,0,11,5,2.5,0.089,0.035,"A"
"2751",201,0.4,0.1,5.8,2.8,3.1,0.102,0.04,"A"
"2752",169,0.3,0,4.8,2.3,2.8,0.076,0.03,"A"
"2753",171,0,0,5.4,2.8,2.4,0.19,0.075,"A"
"2754",216,0.3,0.1,6.6,3.2,3.6,0,0,"A"
"2755",228,0.4,0.1,8.3,2.6,2.6,0.08,0.031,"A"
"2756",464,7.2,1.2,7.3,4.3,2.6,1,0.394,"B"
"2757",426,2.3,0.2,7.2,1.1,7.4,0.279,0.11,"A"
"2758",502,4.7,0.5,12.4,0.6,5.4,0.8,0.315,"A"
"2759",359,1.8,0.9,14.7,1.8,7.9,0.508,0.2,"A"
"2760",445,0.5,0,16.5,1.9,7,0.711,0.28,"A"
"2761",381,0.5,0,12.9,0.5,6.3,0,0,"A"
"2762",309.8,0.2,0,11.4,0.7,6.3,0.4,0.157,"A"
"2764",283.8,0.8,0.6,12.8,0.3,4.2,0.8,0.315,"B"
"2767",341,2.9,0.4,8.6,0.9,3.4,0.72,0.283,"A"
"2768",355,1.9,0.3,10.3,0.5,4.8,1.2,0.472,"C"
"2769",561,4,0.5,16.9,2.4,6.2,0.7,0.276,"A"
"2770",192,1.1,0.17,5.1,1.7,3.8,0.68,0.268,"B"
"2772",278,2.7,0.4,6.8,1.2,2.9,0.57,0.224,"B"
"2774",438,1.4,0,15.1,2.35,5.3,0.762,0.3,"A"
"2776",380,2.2,0.3,12.1,0.8,5,0.741,0.292,"B"
"2778",370,3.4,0.4,9.5,0.8,3.8,0.51,0.201,"A"
"2780",428,8,1.1,7.2,5.7,1,1.2,0.472,"C"
"2781",253,1.1,0.1,9.9,5.6,1.6,0.6,0.236,"B"
"2782",448,7.1,1.1,9.6,7.8,0.8,1.524,0.6,"C"
"2783",367,4.5,0.5,10,8,1.2,0.5,0.197,"C"
"2784",262,3,0.5,7.3,1,1.2,0.991,0.39,"C"
"2785",260,3.4,0.4,5.5,4,1.9,1,0.394,"B"
"2786",312,3.1,0.4,8.7,8.3,1.4,1.2,0.472,"C"
"2787",341,4.4,0.5,9.2,7.4,1.3,0.762,0.3,"C"
"2788",284,5.4,0.7,6.7,2.9,1.3,1.016,0.4,"B"
"2789",367,3.3,0,14,8,0.4,1.27,0.5,"C"
"2792",343,4.4,0.6,9.2,7.4,1.3,0.762,0.3,"C"
"2798",3404,92,9,0,0,0,0,0,"C"
"2799",1307,6.5,1.04,48.5,0.5,14.8,0.19,0.075,"A"
"2800",532,13,2.2,0,0,0.5,2.5,0.984,"D"
"2801",639,16.3,2.6,0,0,1,2.8,1.102,"C"
"2802",2224,31.3,19.8,51.5,43,7.6,0.15,0.059,"E"
"2803",2221,32,21,50,43,7.3,0.15,0.059,"E"
"2804",888,1.2,0.2,45,18,1.8,0.01,0.004,"C"
"2805",773,0,0,44,42,0.5,0,0,"C"
"2806",100,0.1,0,6,1,1.7,0.6,0.236,"A"
"2808",108,0.5,0,4.6,0.5,1.1,1.3,0.512,"B"
"2809",2211,31,20,55,52,5.2,0.07,0.028,"E"
"2810",2293,36,17,46,44,8,0.06,0.024,"E"
"2811",164,0.1,0.1,8,7.8,0.7,0.76,0.299,"A"
"2814",249.36,0.4,0.1,8,2,2,0.102,0.04,"A"
"2815",340,0.2,0.1,19.2,13.7,0.32,0.015,0.006,"A"
"2816",340.4,0.1,0,17.8,17.7,0.3,0,0,"A"
"2817",162,0.5,0.2,6.1,0.2,1,2.4,0.945,"C"
"2818",363,0.6,0.1,12,0.5,5.4,0.52,0.205,"B"
"2820",136,0.2,0.1,5.6,2.8,0.7,0.16,0.063,"A"
"2821",118,0.1,0.01,6.6,2.9,0.8,0.025,0.01,"A"
"2826",146,1.2,0.2,4.2,2.6,0.7,0.8,0.315,"B"
"2827",901,23,4.3,0,0,1.1,4.3,1.693,"D"
"2830",181,1.7,0.3,3.7,3,3.1,0.1,0.039,"A"
"2831",1472,2.8,0.6,70,2.2,8.4,0,0,"A"
"2832",2144,32,20,49,46,5.8,0.01,0.004,"E"
"2839",145,0,0,6,1.6,1.8,0.7,0.276,"A"
"2847",1180,29.1,3.4,4.8,3.7,0.7,1.6,0.63,"D"
"2848",1610,41.6,3.1,1.6,0.7,1.1,2.032,0.8,"D"
"2849",1718,42.7,5.1,5.2,2.1,1.3,1.981,0.78,"D"
"2850",890,18,2,9.2,4,1.6,1.7,0.669,"C"
"2852",2525,48.8,29.3,27.6,19.2,9.9,0,0,"D"
"2853",344,0,0,19,17,1.4,2,0.787,"D"
"2857",405,0.1,0,21.4,12.5,4.5,1,0.394,"A"
"2858",307.1,0.6,0.2,15,9,2,0.102,0.04,"A"
"2859",1168,24.4,2.8,7.6,1.5,6,0.92,0.362,"C"
"2860",1133,21.4,3.4,10.6,0.4,5.6,1,0.394,"B"
"2861",878,19,2,7.7,1.6,2,1.2,0.472,"C"
"2862",811,17,2,6.6,1.6,2,1.3,0.512,"C"
"2864",2279.98,38.23,4.48,43.32,1.9,4.39,0.3,0.118,"C"
"2867",695,17.7,3,0,0,1,3.81,1.5,"D"
"2868",1312,2.1,1.3,70,66,1.6,0,0,"D"
"2869",1260,0.27,0,72.1,54,2.47,1.71,0.673,"E"
"2871",88,0.4,0.15,1.2,0.13,2,0.01,0.004,"A"
"2873",419,0,0,22,2,3,0.731,0.288,"A"
