"","Energy","Fat","Saturated_fat","Carbohydrate","Sugars","Proteins","Salt","Sodium","Score"
"463",744,7,0.65,17,1,7.1,0.9,0.354,"A"
"464",1504,1.6,0,68,4.5,22,0.036,0.014,"A"
"465",130,0.3,0.07,4,0.5,18,0.013,0.005,"A"
"466",656,2.4,0.5,17.5,1.4,16.5,1.5,0.591,"B"
"467",1640,40,28,3.5,3,4.5,0.08,0.031,"D"
"468",904,21,19.4,3,2.1,2.2,0.15,0.059,"D"
"469",1497,2,0.5,71.7,3.5,12,0.025,0.01,"A"
"470",2188,31.8,19.1,49.6,47.1,5.4,0.01,0.004,"E"
"471",1577,3.7,0.7,75,8.3,7.3,0.85,0.335,"A"
"472",331,1.8,0.4,10.8,0.5,4,1.1,0.433,"B"
"473",750,17.2,2.4,3,1.4,1.5,1.3,0.512,"C"
"474",750,17.2,2.4,3,1.4,1.5,1.3,0.512,"C"
"475",674,17,2.6,0.1,0.1,0.5,2.5,0.984,"D"
"476",1071,20.6,8.1,5.9,1.7,11.5,1.2,0.472,"D"
"477",138,0.5,0,7.2,6.8,0.6,0,0,"B"
"478",2255,36,22,43,37,6.5,0.03,0.012,"E"
"479",134,0.5,0,6,0.5,1.1,0.75,0.295,"B"
"480",695,12,4,6.4,1,7.9,0.95,0.374,"C"
"481",1561,1,0.1,84.1,3.5,7,0.23,0.091,"A"
"482",925,15.4,2.4,2.9,0.8,16.5,1.43,0.563,"B"
"483",117,0.1,0.1,3,1.7,1.5,1.1,0.433,"A"
"484",774,0.2,0,44.8,43.4,0.5,0,0,"C"
"485",1263,25.3,4,7.5,0.02,6.8,1,0.394,"B"
"486",783,3,0.5,32,1,6,0.68,0.268,"A"
"487",190,2.4,0.4,4,3.1,1,0.75,0.295,"B"
"491",2171,37.9,23.2,22.5,15.4,13.5,0.02,0.008,"E"
"492",2648,54.8,4,10.7,4.9,24.4,0,0,"C"
"494",1273,26.8,3.4,7.2,0.3,5.6,0.4,0.157,"A"
"495",2769,63.8,6.2,3.9,3.7,15.5,0,0,"C"
"496",1983,19,5.2,68,38,5.4,0.74,0.291,"E"
"497",142,2.7,1.9,2,0.3,0.2,0.1,0.039,"B"
"498",1100,52,5.6,3.2,1.8,32,10,3.937,"D"
"499",402,3.5,1.1,0.9,0.7,9.2,1,0.394,"A"
"500",180,2.7,0.5,3.6,2.9,0.6,0.8,0.315,"C"
"501",2499,49.8,5.2,15.1,2.7,19.3,0.25,0.098,"D"
"502",414,5.8,4.3,0.3,0.2,4.6,0.7,0.276,"B"
"503",297,5,0.8,5,2.7,0.7,0.7,0.276,"B"
"504",188,3,0.7,3,2.7,0.7,0.7,0.276,"B"
"505",418,2.88,1.11,0.24,0.24,18.01,1.21,0.476,"B"
"506",2376,39.7,24,45.7,42.7,4.6,0.01,0.004,"E"
"507",377,2.2,0.5,9.5,0.7,5.5,0.8,0.315,"B"
"508",2519,50.9,3.9,16.9,4.9,25.3,0,0,"C"
"509",105,0.5,0.1,2.8,2.1,1.8,0.02,0.008,"A"
"510",119,0.4,0.1,1.8,0.1,3,0.032,0.012,"A"
"511",135,0.3,0.04,4.1,3.1,2,0.053,0.021,"A"
"512",349,0.4,0.2,11.3,2.8,6,0.005,0.002,"A"
"513",331,1.3,0.3,12.2,5.5,2.9,0.01,0.004,"A"
"514",118,0.4,0.1,4.5,4.3,0.9,0.01,0.004,"A"
"515",150,0.2,0,2.7,1.3,3.3,0.2,0.079,"A"
"516",161,0.5,0.5,4.7,3.4,1.9,0.051,0.02,"A"
"517",382,0.19,0.09,20.83,15.64,1.56,0.125,0.049,"C"
"518",240,1.9,0.2,6.7,1.9,2.3,0.76,0.299,"B"
"519",774,16,2,7,1.3,1.8,1.3,0.512,"C"
"520",589,11,1.3,8.5,6.2,1.3,1,0.394,"C"
"521",187,0.5,0.1,10,10,0.5,0.01,0.004,"B"
"522",234,2.9,0.6,6.8,5.1,0.6,0.25,0.098,"B"
"523",282,4.7,0.7,2.5,0.16,1.1,1.14,0.449,"C"
"524",594,8,4.5,7.1,2.8,9.9,0.75,0.295,"C"
"525",649,11,1.6,11,2,2.2,1,0.394,"C"
"526",2497,49,10,12,6.2,29,0.01,0.004,"B"
"527",2561,49,7,17,5,27,0.32,0.126,"C"
"528",4,0,0,0,0,0.2,0,0,"B"
"529",481,4.5,0.6,15,1.4,2.2,1,0.394,"C"
"530",247,0.2,0,10,4.2,4,0.8,0.315,"A"
"532",2377,42,26,34,28,8,0.1,0.039,"D"
"533",22,0.2,0.04,3.6,2.8,1,0.7,0.276,"C"
"534",155,0.1,0.07,4.9,4.9,4,0.15,0.059,"A"
"535",149,0.4,0.1,6,5.7,1.3,0.011,0.004,"A"
"536",1506,40,11,0.5,0.5,1.7,0.34,0.134,"C"
"537",1002,0.1,0,58.7,48.5,0.7,0,0,"C"
"538",1473,1.5,0.2,71,2,12,0.04,0.016,"A"
"539",1674,9.7,1.6,30,7.5,48.1,0.02,0.008,"B"
"540",88,0,0,2.8,0.3,1.1,1,0.394,"C"
"541",487,0.6,0,21,15.2,5.3,0.5,0.197,"A"
"542",2506,51.88,32.32,22.7,18.1,9,0.01,0.004,"D"
"543",1895,18,5.5,61,28,7.2,0.4,0.157,"D"
"544",649,7.2,0.8,17,1.2,3.9,1,0.394,"C"
"545",134,0.63,0.1,5.4,5.1,1.2,0.05,0.02,"A"
"546",126,1.4,0.3,3.5,3.3,0,0.12,0.047,"B"
"547",1887,12,1.1,78,19,6.6,0.38,0.15,"C"
"548",418,3,0.3,14.5,11.8,3.4,0.15,0.059,"B"
"549",176,0,0,6,1,4.5,0.4,0.157,"A"
"550",2138,28.4,17.3,53.4,47.1,6.3,0.01,0.004,"E"
"551",619,8.55,1.35,1.62,0.03,15.2,0.1,0.039,"A"
"552",1504,0.4,0.1,80.4,0.2,6.7,0.01,0.004,"B"
"553",138,0.1,0.1,5.6,5.6,1,1.28,0.504,"B"
"554",2140,27.9,16.8,58.1,51.6,3.8,0.08,0.031,"E"
"557",608,9.7,1.2,8.8,5.9,3.1,8.204,3.23,"C"
"558",329,3.5,0.3,10,7.3,1.5,1.219,0.48,"C"
"559",1452,2.9,0.7,67,0.9,11,0.01,0.004,"A"
"561",2117,26.8,14.7,59.6,39.6,5.3,0.8,0.315,"E"
"562",163,0.5,0.3,5,5,4.1,0.15,0.059,"A"
"563",350,1.8,0.3,13.4,10.1,3.2,0.15,0.059,"B"
"564",343,2,0.3,12,11.5,3.6,0.076,0.03,"B"
"565",356,2.1,0.3,12.5,12.1,3.7,0.076,0.03,"B"
"566",322,2.1,0.3,10.5,10.2,3.7,0.06,0.024,"B"
"570",2042,25,6.7,49,12,14,0.5,0.197,"D"
"571",1385,22,12,29,27,4.1,0.1,0.039,"E"
"572",1059,16,9.66,26.4,25.5,4.55,0.18,0.071,"D"
"573",1460,22,12,33,30,4.9,0.1,0.039,"E"
"574",692,6.7,0.5,6.5,5.2,16.5,1.905,0.75,"C"
"575",3766,100,15,0,0,0,0,0,"D"
"576",1088,5.8,1,40,3.5,11,1.27,0.5,"A"
"577",1966,16,1.8,75,1.3,6.9,0.6,0.236,"C"
"578",427,0,0,7.4,5.1,18,24.9,9.803,"D"
"579",201,0.9,0.1,8.7,7.1,1.1,0.12,0.047,"B"
"580",1699,2,0.3,87,1,9,0.84,0.331,"C"
"581",130,0.3,0.07,4,0.5,1.8,0.013,0.005,"A"
"582",130,0.3,0.07,4,0.5,1.8,0.013,0.005,"A"
"583",423,4.5,0.5,11.2,2.1,2.5,1.14,0.449,"B"
"584",427,4.4,0.6,11.3,1.7,2.9,1.14,0.449,"B"
"585",742,14,2.4,1.3,1.2,7.9,0.23,0.091,"A"
"587",2033,20,8.8,72.6,38.1,4.9,0.9,0.354,"E"
"588",2387,43,19,32,24,10,0.03,0.012,"D"
"589",1766,10.5,1.5,64.8,1.1,13.7,0.9,0.354,"A"
"590",1231,24.13,4.09,7.65,0.22,6.33,1.01,0.398,"C"
"591",305,5,0.9,6,2.5,0.6,0.6,0.236,"B"
"592",261,4.1,0.7,5,2.8,0.8,0.5,0.197,"B"
"593",1200,17,2.1,16,2.9,15,1.6,0.63,"C"
"594",1155,19,2.2,13,4.2,11,1.4,0.551,"C"
"596",113,0,0,6.2,6,0,0.03,0.012,"D"
"598",1548,2.5,0.4,72,0.6,12.6,0.7,0.276,"A"
"599",1218,29.6,3.8,2.6,0.9,1.6,4,1.575,"D"
"600",2350,39,4,46,0.8,5.4,1.5,0.591,"D"
"601",448,0.3,0.1,22.4,16,2.7,0.05,0.02,"B"
"602",3464,92,10.1,0,0,0,0,0,"D"
"603",126,0,0,7.6,7.6,0,0,0,"E"
"604",192,2.6,0.4,3.9,3.1,0.9,0.66,0.26,"A"
"605",2278,40.3,24.8,33.1,27.9,7.8,0.03,0.012,"E"
"606",2443,37,3.2,45.8,34.5,13.8,0,0,"D"
"607",439,3.5,1.2,3,2.2,6.8,0.4,0.157,"A"
"608",247,3,1.7,4.6,4.6,3.3,0.13,0.051,"B"
"610",669,10,3.9,4,0.3,14,2.3,0.906,"D"
"611",820,5.7,0.7,16,1,17,1.3,0.512,"A"
"612",326,1.9,0.3,10.3,10.3,3.6,0.31,0.122,"B"
"613",2201,29,17,60,32,5.3,0.5,0.197,"E"
"614",2113,24,13,63,28,7.5,1.3,0.512,"E"
"615",219,3.1,1.1,3.7,2.6,0.6,0.5,0.197,"B"
"617",573,3.3,0.4,22,4.5,3.5,0.7,0.276,"B"
"618",431,1.8,0.3,15,1.4,5.1,1,0.394,"A"
"619",2151,28,4.8,57,55,5.2,0.01,0.004,"D"
"620",2142,32.1,6.2,34.3,12.1,18.4,0,0,"C"
"621",593,8.3,0.6,4.5,4.5,6.6,5.6,2.205,"D"
"622",151,1.9,0.4,3.3,3.3,0.7,0.7,0.276,"D"
"623",347,2.5,0.7,14.7,13.7,0.7,0.1,0.039,"C"
"624",2443,48,29,20,14,10,0.05,0.02,"D"
"625",2284,32,6.4,58,56,5,0.14,0.055,"E"
"626",460,1.2,0.3,20,1.2,4.5,0.7,0.276,"B"
"627",142,0.5,0.2,4.8,4.8,3.1,0.13,0.051,"B"
"630",1510,1.3,0.2,60,2,26,0.015,0.006,"A"
"632",1732,35.5,7.2,55.3,46.7,3.4,0.08,0.031,"E"
"633",356,0.5,0,12,0.6,5.3,0.5,0.197,"A"
"637",1577,2,0.3,83,0.5,6,1.6,0.63,"C"
"639",3079,72.1,6.1,5.2,4.2,10.1,0.01,0.004,"C"
"641",2443,2.5,0.5,11.2,10.7,0.5,0.14,0.055,"C"
"643",171,0.5,0.1,7.2,1.4,2,0.1,0.039,"A"
"644",456,1.5,0.46,2.97,0.09,20.9,0.5,0.197,"A"
"645",1573,2.4,1.5,78,70,6.8,0.14,0.055,"E"
"646",3054,82,57,0.5,0.5,0.7,0,0,"E"
"648",665,8.6,4.1,0,0,20.3,1.2,0.472,"C"
"649",2255,30.9,10.6,57.5,56.3,6.3,0.107,0.042,"E"
"650",285,0,0,2,1,1.5,0.2,0.079,"A"
"651",1633,3.8,1.6,79.2,75.7,5.1,0.37,0.146,"D"
"652",1904,13.9,2.1,70.1,1.9,11,1.7,0.669,"D"
"653",110,1.8,0.6,2.3,1.2,0.5,0.07,0.028,"B"
"655",1636,0,0,97.6,78,0.1,0.05,0.02,"D"
"656",1602,3.9,1.7,77.6,74.1,5.3,0.46,0.181,"D"
"657",1602,3.6,1.6,79.2,75.7,4.8,0.3,0.118,"E"
"658",2381,37,9.3,52,51,5,0.07,0.028,"E"
"659",1339,1.2,0.2,48.1,1.3,24.5,0.05,0.02,"A"
"660",289,0,0,16,11,1.2,3.6,1.417,"D"
"661",344,0,0,19,17,1.4,2,0.787,"D"
"662",343,0,0,19,17,1.4,2,0.787,"D"
"663",324,2.9,0.3,7.2,0.62,4.5,4.7,1.85,"C"
"664",1536,2,0.4,67.8,13.2,11.5,0.65,0.256,"A"
"665",586,0.2,0,32.4,28.7,0.6,0.09,0.035,"C"
"666",2243,37.7,23.2,36.2,31.4,7.3,0.03,0.012,"E"
"667",649,6,2.4,14,2.4,6.9,0.6,0.236,"A"
"668",452,5.1,0.6,7.3,2.8,4.8,0.8,0.315,"A"
"669",347,3.6,0.2,7.7,2.9,3.6,2.9,1.142,"D"
"670",1548,1,0.3,81,6,7.3,0.4,0.157,"A"
"671",1556,7,1.3,59,0.7,14,0.02,0.008,"A"
"672",259,1.8,0.3,8.2,7.6,3.3,0.1,0.039,"A"
"673",381,2,0.3,14.1,4.8,2.6,0.99,0.39,"C"
"674",234,1.2,0.2,9.7,6.2,1.3,0.07,0.028,"B"
"675",192,0,0,11,8.4,0.7,0.01,0.004,"C"
"676",2381,42,27,37,31,9,0.127,0.05,"E"
"677",232,1.9,0.4,5.5,4.4,3.6,0.13,0.051,"A"
"678",1820,22.6,10.6,48.8,2.2,7.4,4.4,1.732,"E"
"679",1552,14,7.6,56,30,3.2,0.48,0.189,"D"
"680",201,1.9,0.3,4.4,4,3.2,0.1,0.039,"A"
"681",264,1.8,0.4,8.3,8.1,3,0.2,0.079,"B"
"682",348,3.3,0.55,5.5,1,6.3,1,0.394,"A"
"683",380,4.6,0.85,5,0.8,5.8,0.7,0.276,"A"
"684",1669,6.8,0.7,70,5.7,11,1.4,0.551,"C"
"685",435,1.5,0.3,18.1,10.7,3.2,0.1,0.039,"A"
"686",1565,2,1,77,24,9,0.5,0.197,"C"
"687",1941,17,5.5,72,37,4.5,1.1,0.433,"E"
"688",1879,23,3,54,29,5.6,0.7,0.276,"D"
"689",2351,41,25,32,27,10,0,0,"D"
"690",1975,20,9,64,1.5,6.6,1,0.394,"D"
"691",788,15,6.4,7.6,1.3,4.9,0.78,0.307,"D"
"692",1036,12,2,11,2.2,20,1.9,0.748,"D"
"693",599,4.8,0.6,16,1.9,6.4,0.65,0.256,"A"
"694",1937,17,2,70,21,6.4,0.65,0.256,"D"
"695",2212,37,17,41,38,7,0.04,0.016,"E"
"696",778,2.9,0.3,35,0,4.1,0.5,0.197,"B"
"697",718,2.7,0.5,31,0,4,0.3,0.118,"A"
"698",594,15,2.5,0.5,0,1.4,3.5,1.378,"D"
"699",322,5.1,0.7,6.2,2.8,1.1,0.66,0.26,"B"
"700",732,17,3,2.2,2.2,3,0.1,0.039,"C"
"701",2234,32.1,3.8,52,0.7,7.3,1.3,0.512,"C"
"702",602,7.9,0.9,7.3,1,7.1,1.1,0.433,"A"
"703",163,1.7,0.3,2.4,2.1,3.1,0.11,0.043,"A"
"704",1632,3,0.5,80.6,0.7,8.5,1.2,0.472,"B"
"705",1464,0.6,0.1,78,0.3,7.4,0.01,0.004,"A"
"706",2280,35,3,51,0.3,5.5,1.2,0.472,"D"
"707",1130,0,0,55.6,0,11.1,0,0,"A"
"708",1540,8.89,0,62.2,0,8.89,1.02,0.4,"A"
"709",1418,6.9,0.5,61.3,27.1,6.8,1,0.091,"B"
"710",2247,33,3.3,55,2.2,3.6,1.6,0.63,"D"
"712",711,6.8,0.8,22,4.3,3.3,1.1,0.433,"C"
"713",603,6.9,0.6,15,1.7,3.9,1.2,0.472,"B"
"714",2385,39.6,23.2,45.5,42.5,4.6,0.5,0.197,"E"
"718",1654,29,18,0,0,33,1.5,0.591,"D"
"720",413,3.4,0.9,16,14,0.8,0.053,0.021,"C"
"722",381,3.5,0.9,14,12,0.8,0.1,0.039,"C"
"723",410,3.6,0.5,15,11,1,0.06,0.024,"B"
"724",255,3.8,0.5,6.1,4,0.7,0.5,0.197,"B"
"725",367,4.7,0.7,10.3,7.8,1.2,0.6,0.236,"C"
"726",441,4.5,0.7,12,2.7,2.9,1.8,0.709,"C"
"727",1054,2.8,0.5,45,5,9.6,1.6,0.63,"C"
"728",1615,4.5,1.3,74.6,28.8,8.1,0.32,0.126,"C"
"729",3699,100,12,0,0,0,0,0,"D"
"730",649,4.9,0.79,0.1,0.05,14,0.2,0.079,"A"
"731",508,5.4,0.6,9.6,2.3,8,0.75,0.295,"A"
"733",1448,0.5,0.4,77,0.7,7.6,0,0,"A"
"734",1996,18,1.8,72,23,5.3,1,0.394,"D"
"735",331,3.5,0.5,10,7,1.4,1,0.394,"C"
"736",309,2,0.3,9.4,9.4,3.6,0.21,0.083,"A"
"737",54,1.1,0.1,0.2,0.1,0.5,0.15,0.059,"B"
"738",2314,36,3.7,49,0.9,6.6,1,0.394,"C"
"739",2109,31.6,2.6,45.5,0.5,7.7,1.5,0.591,"C"
"740",753,0.1,0.1,41.4,31.4,1.6,1.9,0.748,"D"
"741",1669,0,0,99.6,99.6,0,0,0,"D"
"744",964,0,0,55.4,53.9,0.3,0.508,0.2,"C"
"745",2090,24,17,65,49.5,6,0.4,0.157,"E"
"746",2556,49,8.6,10.7,1.4,30.2,0,0,"C"
"747",92,0,0,5,5,0.3,0,0,"D"
"749",138,0.5,0,7.3,6.9,0.5,0,0,"B"
"751",1598,1.4,0.2,86,0.3,6.4,1.8,0.709,"D"
"752",418,0.5,0.1,23,23,1,2.2,0.866,"D"
"753",1423,6.9,1.1,50.5,38.2,11.4,0.1,0.039,"D"
"754",1602,1.6,0.3,81,17,8.2,0.8,0.315,"B"
"755",88,0.1,0,3.5,3.5,1,0.5,0.197,"A"
"757",565,4.2,0.8,16.8,15.2,7.3,0.04,0.016,"B"
"758",1523,1.7,0.3,76,1.3,9.6,1.15,0.453,"A"
"759",372,0,0,22,20,0,0.02,0.008,"C"
"760",243,0.1,0.1,11.1,10.6,2.8,0.1,0.039,"E"
"761",247,0.1,0.1,11.4,10.9,2.8,0.1,0.039,"E"
"762",1092,14.7,2,7.3,3.4,25,1.8,0.709,"D"
"764",310,0,0,18,16,0.5,0,0,"A"
"766",272,0,0,16,14.2,0.2,0,0,"C"
"767",222,0.2,0.1,12.6,11.4,0.3,0,0,"C"
"768",201,0.1,0.02,11,10.5,0.1,0.025,0.01,"C"
"769",184,0.1,0,10,10,0.6,0,0,"C"
"771",1502,2,0.5,70.9,3.5,12.8,0.013,0.005,"A"
"772",240,0,0,2,0,10,16.4,6.457,"C"
"773",608,9.7,1.2,8.8,5.9,3.1,3.23,1.272,"C"
"774",427,0.7,0.2,15.4,12,3.5,5.29,2.083,"D"
"775",693,8,0.9,14.3,11.4,5.3,10.25,4.035,"D"
"776",1460,1.5,0.3,70,2.9,12,0.03,0.012,"A"
"778",1531,0,0,91,50,1,1.1,0.433,"E"
"786",2009,22.6,2.7,61.2,3.6,6.5,2.1,0.827,"D"
"790",1339,1.2,0.2,48.1,1.3,24.5,0.05,0.02,"A"
"791",1339,1.2,0.2,48.1,1.3,24.5,0.05,0.02,"A"
"795",176,0,0,10.6,10.6,0,0,0,"E"
"796",846,13.8,12.5,17.5,12.3,1.4,0.05,0.02,"D"
"797",749,9.5,6.6,18.6,17.8,3.4,0.18,0.071,"C"
"798",1247,19,14,27,26,3.6,0.05,0.02,"D"
"800",172,0,0,10.2,10.2,0,0.01,0.004,"E"
"801",2590,51,11,7.9,5.3,25,0.4,0.157,"D"
"803",184,0,0,11,10,0.5,0.1,0.039,"B"
"804",180,2.2,0.3,4.6,1.4,0.7,0.74,0.291,"B"
"805",314,7,1.3,2.5,1.5,0.6,0.85,0.335,"C"
"806",1559,1.6,0.3,77.9,2.2,9.4,1.4,0.551,"C"
"807",2163,37,5.6,38,0.5,5,0.3,0.118,"D"
"808",233,2.9,0.3,4.6,2.6,1.4,0.07,0.028,"A"
"809",1523,4,0.6,30,0,50,0.04,0.016,"A"
"810",1479,6.01,0.72,54.6,2.09,14.4,0,0,"A"
"811",341,2.1,0.3,11.5,11.1,3.8,0.1,0.039,"B"
"812",213,3.3,0.6,4,3.3,0.8,0.8,0.315,"B"
"813",2711,64.5,57.2,12.4,7.3,6.8,0,0,"C"
"814",1837,12.4,1.4,68,22,9.8,0,0,"B"
"815",1342,1.2,0.3,70,62,2.5,0.2,0.079,"C"
"816",8,0,0,0.6,0.6,0,0,0,"C"
"817",388,8.2,1.6,6.4,1.3,1.4,3,1.181,"C"
"822",1870,15,1.7,67,21,7,0.75,0.295,"C"
"824",699.9,5.8,0.9,4,0.8,17.5,0.7,0.276,"A"
"825",681,4.5,0.8,13,3.5,16,1.4,0.551,"B"
"826",2368,40,25,40,37,7.1,0,0,"E"
"827",379,3.5,0.6,8.4,0.8,4.6,0.62,0.244,"A"
"829",289,0.6,0.2,9.7,7.6,1.4,0.09,0.035,"B"
"830",862,4.2,3.3,40,30,1.6,0.1,0.039,"D"
"831",1290,26.58,3.74,7.8,0.1,6.19,1.06,0.417,"B"
"832",1205,5.8,0.9,47,8.3,9.3,0.75,0.295,"A"
"833",718,1.4,0.7,5.3,2.01,34,1.3,0.512,"B"
"834",1540,2.4,0.6,79,1.2,6.4,0.01,0.004,"B"
"835",2443,46,28,19,11,12.5,0.02,0.008,"E"
"836",2397,50,32,13,7.2,12,0.16,0.063,"D"
"837",326,6.1,0.6,3.5,0.5,1.7,0.79,0.311,"B"
"838",399,2.3,0.8,14.9,12,3,0.14,0.055,"B"
"839",226,0.8,0.1,11,5.6,0.5,0.07,0.028,"B"
"840",1464,5.3,1,56.6,1.2,11.6,0.03,0.012,"A"
"841",385,8.5,0.9,1,1,1.3,0.1,0.039,"B"
"842",504,4.1,0.4,12.2,9.1,4.2,5.75,2.264,"D"
"843",1100,0.1,0,24,1,39,9.906,3.9,"C"
"844",178,0.1,0.1,6.7,6.3,0.4,0.01,0.004,"A"
"845",2234,42.2,3.6,28.8,1.5,18.3,0.075,0.03,"A"
"847",2339,49,8.7,4.7,1.4,30,0.02,0.008,"C"
"848",1189,11.8,9.3,36.6,18,4.5,0.3,0.118,"D"
"850",350,1.5,0.3,15.8,9.7,1.5,0.11,0.043,"C"
"852",3766,100,14,0,0,0,0,0,"D"
"853",197,0,0,11,11,0.5,0,0,"C"
"854",1904,19.5,2.4,61.5,0.9,5.5,2.3,0.906,"D"
"855",1883,14,4.5,74,29,5.5,0.5,0.197,"D"
"856",1356,16.9,10.2,38.2,26,4,0.16,0.063,"E"
"857",2377,49,31,19,0.5,11,0.12,0.047,"D"
"859",1552,1,0.2,80,4,8,1.88,0.74,"C"
"860",1561,1.3,0.6,82.7,2.8,7,1.2,0.472,"C"
"861",2271,35,17,47,45,6,0.09,0.035,"E"
"862",2640,52,8.4,0,0,28,0.14,0.055,"D"
"863",301,2,0.7,1.9,0.5,11,0.79,0.311,"A"
"865",1213,17,13,31,25,2,0.08,0.031,"D"
"866",184,0.5,0.1,11,11,0.5,0.05,0.02,"C"
"867",1481,16.04,1.87,27.54,1.65,24.91,1.45,0.571,"D"
"868",696,4.7,3.5,11,1.2,15.5,0.87,0.343,"A"
"869",2054,22,11,65,6,6.9,1.9,0.748,"E"
"870",675,1.3,0.27,33.4,0.6,4.1,0.37,0.146,"B"
"871",2527,50,6.4,9.4,7.6,24,2.2,0.866,"D"
"872",1418,6.9,0.5,61.3,27.1,6.8,1,0.091,"B"
"873",1418,6.9,0.5,61.3,27.1,6.8,1,0.091,"B"
"874",205,1.5,0,4.25,0,4.5,0,0,"A"
"875",163,2.5,0.2,3,2.8,0.8,0.09,0.035,"B"
"876",1450,6.5,0,14,0,50.4,1.25,0.492,"C"
"877",1791,8,1.8,80,24,7,0.93,0.366,"D"
"878",3439,91,12,0,0,0,0,0,"D"
"879",1874,13,4.6,75,29,6,0.63,0.248,"D"
"880",2008,20,9.8,69,38,5,0.9,0.354,"E"
"881",1791,6.4,3.3,91.9,85.6,0.6,0.01,0.004,"D"
"882",3700,100,14,0,0,0,0,0,"D"
"884",117,0.4,0,3.8,3.8,1.6,0.5,0.197,"B"
"885",295,2.2,0.4,7.2,0.2,3.9,0.65,0.256,"B"
"886",398,1.9,0.3,11,0.5,5.7,0.53,0.209,"B"
"887",301,1.8,0.4,6.6,0.6,4.3,0.81,0.319,"B"
"888",1571,4.6,0.05,55.2,12,23.9,1,0.394,"C"
"889",184,0.2,0,9.3,8.5,0.8,1.1,0.433,"C"
"890",1184,0.5,0.1,64.1,41,2.6,0,0,"C"
"891",134,1.7,0.3,1,0.7,3.1,0.06,0.024,"A"
"892",271,1.5,0.1,11.9,7,0.8,0.13,0.051,"B"
"893",196,0.8,0.1,8.3,6.3,1.4,0.07,0.028,"B"
"894",1188,23,17,1.3,1.3,18,1.5,0.591,"D"
"895",845,13,1.9,4.3,1.5,16,1.8,0.709,"C"
"896",209,3.2,0.4,3.7,2.7,0.6,0.7,0.276,"C"
"897",929,0.2,0,55,42,0.3,0.02,0.008,"C"
"898",251,1.4,0.2,11,7.7,0.5,0.07,0.028,"B"
"899",410,8.5,0.9,2.6,0.4,2.1,0.9,0.354,"B"
"900",301,4.8,0.7,5.2,2.1,0.9,0.7,0.276,"C"
"901",356,6.4,0.9,5.1,2.7,1.1,0.8,0.315,"C"
"902",594,10.8,1.5,9,3.7,1.4,1.36,0.535,"C"
"903",439,2,0.2,10.5,0.5,9.6,1.7,0.669,"B"
"904",2188,27.2,3.8,63.6,7,5.5,2,0.787,"D"
"905",109,0,0,6,4.9,0.2,0,0,"C"
"907",400.5,1.89,0.34,11.53,0.5,5.36,0.53,0.209,"A"
"908",389,0.7,0.1,12.6,1.5,6.5,0.6,0.236,"A"
"909",347,0.4,0.1,10.7,0.8,5.8,0.8,0.315,"B"
"910",422,1.2,0.2,15.8,0.3,5.3,0.7,0.276,"A"
"911",332,0.6,0.2,12,0.3,5,0.8,0.315,"A"
"912",126,0.1,0.1,2.4,0.4,2.7,0.11,0.043,"A"
"913",682,8.5,1.6,2,0.55,20,1.5,0.591,"C"
"915",326,2,0.3,11,10,3.7,0.15,0.059,"B"
"916",479,1.8,0.3,20.8,20.2,3.4,0.203,0.08,"C"
"917",1598,2.4,1.5,78,70,6.8,0.254,0.1,"D"
"918",1264,20,15,27,26,1.6,0.05,0.02,"D"
"919",1251,14,10,40,26,1.8,0.1,0.039,"D"
"920",509,2.4,2.1,22.3,21.5,1.3,0.01,0.004,"C"
"921",439,0.4,0.1,22.6,22,1.2,0.01,0.004,"C"
"922",519,0.1,0,29.2,25.6,0.2,0.03,0.012,"C"
"923",2247,35,4.4,47.6,0.6,6.3,1.5,0.591,"D"
"924",2176,31.8,4.3,50.1,0.6,6.7,1.5,0.591,"D"
"925",2485,49.2,6.31,16.1,4.7,25.8,0.04,0.016,"A"
"926",184,2.4,0.4,3.6,3.4,0.8,0.8,0.315,"B"
"927",1459,2.3,0.5,72,0,7.8,0.01,0.004,"B"
"928",1465,6.1,0.4,47.5,6,18.6,0.07,0.028,"A"
"929",772,7.4,0.9,28.8,1.6,3.4,1.008,0.397,"B"
"930",1318,19,13,32,24,3.3,0.09,0.035,"D"
"931",1036,11,4.8,34.3,29,1.7,0.12,0.047,"D"
"932",811,7.6,3.8,27.4,27.4,2.1,0.1,0.039,"D"
"933",171,2.5,0.7,3.6,2.3,0.7,0,0,"B"
"934",299.2,2.3,0.66,12.3,11.1,0.44,0.147,0.058,"B"
"935",327,2.6,0.7,14,12,0.3,0.11,0.043,"B"
"936",413,3.6,0.5,15,11,1,0.06,0.024,"B"
"937",179,0.1,0.1,8,7.3,0.4,0.01,0.004,"A"
"938",170,0.2,0.1,8.1,6.7,0.5,0.05,0.02,"A"
"940",154,2.2,0.3,2.9,1.8,0.9,0.8,0.315,"B"
"941",90,0,0,0.3,0,3,0.06,0.024,"A"
"942",1556,7,1.3,58.7,0.7,13.5,0.17,0.067,"B"
"943",908,28.9,10.4,2.4,0.88,14.3,3.023,1.19,"E"
"944",1920,18,2,61,2.9,11,2.1,0.827,"C"
"945",218,3.3,0.6,4,3.3,0.8,0.8,0.315,"C"
"946",2059,24,2.9,56,1.3,9.3,3,1.181,"D"
"947",1975,21,2.5,54,4.3,12,2,0.787,"C"
"948",320,6,0.78,0.79,0.79,4.3,1,0.394,"A"
